"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Index Keywords","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Bateira J.; Ferreira L.V.","Bateira, Jorge (6506865059); Ferreira, Leonor Vasconcelos (7202856809)","6506865059; 7202856809","Questioning EU Cohesion Policy in Portugal","2002","European Urban and Regional Studies","9","4","","297","314","17","7","10.1177/096977640200900402","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036819518&doi=10.1177%2f096977640200900402&partnerID=40&md5=ed75f9a25f3246a969210431ef3f0243","Iniciativa Comunitária PME, Porto, Portugal; Faculdade de Economia do Porto, Porto, Portugal","Bateira J., Iniciativa Comunitária PME, Porto, Portugal; Ferreira L.V., Faculdade de Economia do Porto, Porto, Portugal","During the last decade the development of the Norte region of Portugal has been the object of several studies whose conclusions - according to the present paper - need revision in line with a new scientific paradigm. It is our understanding that regional and innovation policies should be based on a complex systems approach whose emergence is acknowledged in the first part of the paper. Accepting the useless of this meta-theory for research on firms' behaviour and innovation, we develop a preliminary analysis of the strategic behaviour of small and medium-sized enterprises (SMEs) in the Norte region in responding to direct financial support from Structural Funds. The empirical results confirm the research hypothesis that current policies based on financial incentives have little effectiveness in promoting the changes required by SMEs in the globalizing knowledge-based economy. Considering knowledge as an emergent property of complex social systems, as are firms and regions, the paper argues that SMEs need a customized and interactive innovation policy, managed at a regional level. This argument should be considered, both in Portugal and at the EU level, as part of the EU Cohesion Policy debate after 2006.","Complex systems; Firms; Innovation policy; Portugal; Regions","Portugal; European Union; industrial policy; innovation; regional planning","J. Bateira; Iniciativa Comunitária PME, Porto 4100-220, Praceta Eduardo Soares 102, Portugal; email: jbateira@hotmail.com","","SAGE Publications Ltd","09697764","","","","English","Eur. Urban Reg. Stud.","Article","Final","","Scopus","2-s2.0-0036819518"
"Neves M.","Neves, Marcelo (26666965800)","26666965800","From the Autopoiesis to the Allopoiesis of Law","2001","Journal of Law and Society","28","2","","242","264","22","33","10.1111/1467-6478.00188","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0347749519&doi=10.1111%2f1467-6478.00188&partnerID=40&md5=8691a48d006a6014c28c0c8fe61ea685","Federal University of Pernambuco, Recife, Brazil; University of Frankfurt, D-60014 Frankfurt am Main, Robert-Mayer-Str. 5, Germany","Neves M., Federal University of Pernambuco, Recife, Brazil, University of Frankfurt, D-60014 Frankfurt am Main, Robert-Mayer-Str. 5, Germany","This article discusses the empirical limits of the concept of autopoiesis of law in world society today. The argument is based principally on observation of the problems of reproduction of the legal system in 'peripheral countries'. The central thesis of the article is that, in the countries of 'peripheral modernity' the reproduction of the legal system is blocked by a wide variety of social factors, in such a way that one can speak more of the allopoiesis than the autopoiesis of law. Beginning with a biological concept, the article considers the sociological concept of autopoiesis, and then analyzes the concept of autopoiesis of law. Based on this theoretical parameter, the argument about the allopoiesis of law in the 'peripheral countries' is presented. Finally, the article returns to the central theme of the allopoiesis of law in 'peripheral countries' and points to the indications of a normative concept of autopoiesis of law in the theories of Niklas Luhmann and Günther Teubner.","","","","","Blackwell Publishing Ltd","0263323X","","","","English","J. Law Soc.","Article","Final","","Scopus","2-s2.0-0347749519"
"Miranda P.","Miranda, Patricio (34968376200)","34968376200","'Desarrollo integral' o 'prejuicio humanista'?: Una problematización de supuestos en la doctrina social de la Iglesia; [¿'Desarrollo integral' o 'prejuicio humanista' ?: Una problematización de supuestos en la doctrina social de la Iglesia]","2007","Teologia y Vida","48","1","","25","40","15","3","10.4067/S0049-34492007000100003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34447648905&doi=10.4067%2fS0049-34492007000100003&partnerID=40&md5=75106c970c5a6b8dab7249b0168e8f21","Escuela de Trabajo Social, Pontificia Universidad Católica de Chile, Santiago, Chile","Miranda P., Escuela de Trabajo Social, Pontificia Universidad Católica de Chile, Santiago, Chile","In the present article, pondering the current applicability of the social doctrine of the Church to the challenges of contemporary society, a fundamental supposition grounding the concept of development is discussed, precisely as it has been conceptually worked from John XXIII onwards. In the social doctrine of the Church, the category of ""integral development"" not only contains an explicit normative connotation, but also reflects an implicit social theory to the extent that it presupposes a line of continuity between the individual and society. Such a supposition of continuity is contested by one of the most influential of contemporary social theories, that of Niklas Luhmann. The theory of self-referring social systems is based on a true interpellation, if not refutation, of the well-intentioned desires of every normative theory of development (among them, the social doctrine of the Church). From this point the-author, rather than attempting an exegesis of the concept in the formulations of the Church's magisterium, investigates its present condition in the context of contemporary social transformations.","","","","","Pontificia Universidad Catolica de Chile","00493449","","","","Spanish","Teol. Vida","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-34447648905"
"Domingues J.M.","Domingues, José Maurício (7004180148)","7004180148","Social memory, social creativity and collective subjectivity","1997","Social Science Information","36","3","","469","492","23","4","10.1177/053901897036003004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040007809&doi=10.1177%2f053901897036003004&partnerID=40&md5=10467361f43a98d79cc4fb93285e57d1","Inst. de Filos. e Cie. Sociais, Univ. Federal do Rio de Janeiro, Rio de Janeiro/ RJ, CEP 20051-070, Largo de São Francisco, n 1, Brazil","Domingues J.M., Inst. de Filos. e Cie. Sociais, Univ. Federal do Rio de Janeiro, Rio de Janeiro/ RJ, CEP 20051-070, Largo de São Francisco, n 1, Brazil","Social memory and social creativity are the two processes whereby social systems are reproduced and change without teleology. Social memory, with its ideal features but also its material embodiments, must have the collective dimension brought out, without detriment to the shifting and personalized ways with which individuals deal with it. It provides the patterns for the structuring of social life in the hermeneutic-cognitive and in the material, as well as in the space-time dimension. Social creativity is responsible for the introduction of innovations in daily life and in history. Creativity is to a great extent rooted in the fluid unconscious of individuals, but demands rational thinking to achieve greater impact upon social life. Immersed in undetermined social interactions, individual action is mediated by variably (de)centred collective subjectivities that possess a specific property, namely collective causality. Social creativity thus develops in both the individual and the collective dimensions.","Individual/collective; Social creativity; Social memory; Subjectivity","","J.M. Domingues; Inst. de Filos. e Cie. Sociais, Univ. Federal do Rio de Janeiro, Rio de Janeiro/ RJ, CEP 20051-070, Largo de São Francisco, n 1, Brazil; email: maudom@ifcs.ufrj.br","","SAGE Publications Inc.","05390184","","","","English","Soc. Sci. Inf.","Article","Final","","Scopus","2-s2.0-0040007809"
"Redepenning M.; Neef H.; Gomes E.T.A.","Redepenning, Marc (56184396000); Neef, Henriette (57190928090); Gomes, Edvania Torres Aguiar (16066875500)","56184396000; 57190928090; 16066875500","Fluid (In)security. spatiality of street traders in brazil; [(in)sécurité fluide. la spatialité des commerces de rue brésiliens]; [Verflussigende (Un-) Sicherheiten. àber Räumlichkeiten des Strassenhandels am Beispiel Brasiliens]","2010","Geographica Helvetica","65","3","","207","216","9","3","10.5194/gh-65-207-2010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984403847&doi=10.5194%2fgh-65-207-2010&partnerID=40&md5=dbd7ca1387bd2b65ca3d19a29325868a","Institüt für Geographie, Lehr- stuhl für Sozialgeographie, Friedrich-Schiller-Univer- sitat Jena, Jena, D-07743, Lobdergraben 32, Germany; Universität Leipzig, Graduiertenkolleg «Bruchzonen, der Globalisierung», Leipzig, D-04105, Emil-Fuchs-Strasse 1, Germany; Universidade Federal de Pernambuco, Centro de Filosofia e Cien- cias Humanas, Departamento de Ciencias Geograficas, Recife, 670-901, Avenida Moraes Rego, s/n, Cidade Universitaria, Cep: 50, Brazil","Redepenning M., Institüt für Geographie, Lehr- stuhl für Sozialgeographie, Friedrich-Schiller-Univer- sitat Jena, Jena, D-07743, Lobdergraben 32, Germany; Neef H., Universität Leipzig, Graduiertenkolleg «Bruchzonen, der Globalisierung», Leipzig, D-04105, Emil-Fuchs-Strasse 1, Germany; Gomes E.T.A., Universidade Federal de Pernambuco, Centro de Filosofia e Cien- cias Humanas, Departamento de Ciencias Geograficas, Recife, 670-901, Avenida Moraes Rego, s/n, Cidade Universitaria, Cep: 50, Brazil","This article analyses the significance of different spa- tialities in relation to the counterparts security/inse- curity. Focussing on street trading in Brazilian cities, the article describes the degree to which street traders are seen as insecure elements within contemporary discourses on urban development. This is followed by a discussion of the arrangements that have been introduced to minimise the perceived insecurity. The arrangements introduced use spatial strategies to displace street traders and contain them in fixed spaces. Yet the spatiality of these strategies is inconsistent with the intrinsically idiosyncratic spatiality of the street traders, which is a spatiality of flow and movement. While official policies deem the metric and non-metric flows and movements of street trading as threats to urban security, these same flows and movements are central to the social and economic security of the individual street trader. In order to describe the different spatialities of street trading more accurately, use is made here of the concept of bubble space (Costa 1989, «espaijos de bolha») to refer to the metric spatiality of street trading and fluid space (Mol & Law 1994) to refer to its non-metric spatiality. It is concluded that processes of social ordering should be sensitive to the particular spatialities that have evolved in corresponding social systems. © Author(s) 2010. This work is distributed.","Bubble space; Fluid space; Insecurity; Security; Street trading","","","","","0016-7312","","","","German","Geogr. Helv.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84984403847"
"Rosas E.G.; Benítez L.Á.","Rosas, Elías García (36163796200); Benítez, Luis Ávila (36162834500)","36163796200; 36162834500","Observation to the meaning of the mexican criminal trials' model by the self-steering systems theory; [Observación al sentido de los procesos penales mexicanos desde el sistemismo autorreferencial]","2009","Ius et Praxis","15","2","","197","213","16","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954396954&partnerID=40&md5=f9ac622680f8404970d0ee1f0cb27e6c","Universidad Autónoma del Estado de México, Mexico","Rosas E.G., Universidad Autónoma del Estado de México, Mexico; Benítez L.Á., Universidad Autónoma del Estado de México, Mexico","The purpose of the research here described, was to investigate the meaning of the mexican criminal trials' model, that because there are no theorical or practical sustainable references to establish it. In the study, self-steering systems theory of Niklas Luhmann and his functional method were used, developing a documental research and following a second-order observation thecnique, under a constructivistic epistemological view. Was found that the mexican trials' systemic meaning is accomplishing the definitive judicial solution, excluding other themes traditionally considered trial's goals, such as the ""historic truth"", paradigm which breaks down with the results achieved.","Self-referencial systems; Trials","","L.Á. Benítez; Derecho de la Universidad Autónoma del Estado de México, Mexico; email: luis_a_b_mx@yahoo.com.mx","","","07180012","","","","Spanish","Ius Prax.","Article","Final","","Scopus","2-s2.0-77954396954"
"Parra-Lopez C.; De-Haro-Giménez T.; Calatrava-Requena J.","Parra-Lopez, Carlos (23397960800); De-Haro-Giménez, Tomás (18041758700); Calatrava-Requena, Javier (8317958300)","23397960800; 18041758700; 8317958300","Diffusion and adoption of organic farming in the Southern Spanish olive groves","2007","Journal of Sustainable Agriculture","30","1","","105","151","46","48","10.1300/J064v30n01_09","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547538171&doi=10.1300%2fJ064v30n01_09&partnerID=40&md5=22a3b6851b17ca057c6ec61f619ac0e7","Department of Agricultural Economics and Rural Sociology, Andalusian Institute of Agricultural Research and Training (IFAPA), 18080 Granada, P.O. Box 2027, Spain; Department of Agricultural Economics, Sociology and Policy, University of Cordoba, 14080 Cordoba, P.O. Box 3048, Spain","Parra-Lopez C., Department of Agricultural Economics and Rural Sociology, Andalusian Institute of Agricultural Research and Training (IFAPA), 18080 Granada, P.O. Box 2027, Spain; De-Haro-Giménez T., Department of Agricultural Economics and Rural Sociology, Andalusian Institute of Agricultural Research and Training (IFAPA), 18080 Granada, P.O. Box 2027, Spain; Calatrava-Requena J., Department of Agricultural Economics, Sociology and Policy, University of Cordoba, 14080 Cordoba, P.O. Box 3048, Spain","In this article, relevant mechanisms that have conditioned the diffusion/adoption process of organic farming (OF) in the main organic olive-growing zones of Andalusia, the world's leading olive-producing region located in the south of Spain, have been analyzed mainly within the framework of the Rogers' diffusion of innovations theory. Results point out that the current diffusion model has been exhausted and, therefore, should be revised, if this form of sustainable agriculture is to spread any further. After the first stage of official promotion of organic techniques in a concrete zone of Andalusia, an important intra-regional ""contagion"" among farmers has been detected, whereas external to the agricultural systems influences- administration, scientists, extensionists, and so on-seem not be very important up to the present time. The more determined involvement of these agents in the development and promotion of OF would supplement and reinforce the underlying mechanisms of diffusion and would probably strengthen the spreading of OF in the near future. When new policies are being drawn up in this sector, it is crucial to bear in mind that the process of diffusion/adoption of OF in the olive groves of Andalusia has many characteristics in common with other innovations but also many peculiarities. Moreover, the moment of adoption of OF, in general, is fundamentally related to the region the farms and farmers belong to and to a lesser degree to the characteristics of the farmers and farms. In this sense, early adopters have similar socioeconomic characteristics to late adopters. However, some differences between early and late adopters have been detected: the first ones have less risk aversion, have more contact with informal sources of information, have a more favorable opinion about organic agriculture and, curiously enough, are more dependent and with less experience on agriculture. One important peculiarity of OF is related to its environmental nature: especially for early adopters, the possible economic advantages and risks of OF are not as important for them as other ""externalities"" associated with OF, such as respecting the environment and obtaining healthy products. Another specificity is the special characteristics of the olive-growing social systems: organic agriculture has spread most up to now in the most marginal and underprivileged zones, with older individuals as potential adopters who have limited contact with traditional sources of information, are fairly uncosmopolitan and have little education, are more motivated by environmental than economic reasons, and comparedwith the farmers of the other zones aremore guided by their own practical experience and contact with informal information networks. © 2007 by The Haworth Press, Inc. All rights reserved.","Diffusion/adoption of innovations; Olea europaea L.; Organic agriculture","Olea europaea","C. Parra-Lopez; Department of Agricultural Economics and Rural Sociology, Andalusian Institute of Agricultural Research and Training (IFAPA), 18080 Granada, P.O. Box 2027, Spain; email: carparra@teleline.es","","","15407578","","","","English","J. Sustainable Agric.","Article","Final","","Scopus","2-s2.0-34547538171"
"Mateus R.; Bragança L.","Mateus, Ricardo (56119607100); Bragança, Luís (6507844851)","56119607100; 6507844851","Sustainability assessment and rating of buildings: Developing the methodology SBToolPT-H","2011","Building and Environment","46","10","","1962","1971","9","178","10.1016/j.buildenv.2011.04.023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956373561&doi=10.1016%2fj.buildenv.2011.04.023&partnerID=40&md5=e9c91a458cb20ac174112845ea149863","University of Minho, Department of Civil Engineering, 4800-048 Guimarães, Portugal","Mateus R., University of Minho, Department of Civil Engineering, 4800-048 Guimarães, Portugal; Bragança L., University of Minho, Department of Civil Engineering, 4800-048 Guimarães, Portugal","Although sustainable building is a multidimensional concept, attention to the issue often focuses solely on environmental indicators, ignoring the substantial importance of social, economic and cultural indicators. Building sustainability involves various relations between built, natural and social systems and therefore comprises a complex of different priorities that require consideration at each stage of a building's life-cycle. To cope with this complexity and to support sustainability systematic, holistic and practical approaches to building design need to be developed. The main objective of a systematic methodology is to support the development of a building design that achieves the most appropriate balance between the different sustainability dimensions, and is, at the same time, practical, transparent and flexible enough to be easily adapted to different types of buildings and technology.It is the aim of this paper to present an innovative approach for developing building sustainability assessment and rating, and to contribute to the evolution of generic methodology and international understanding by introducing an approach which takes the different dimensions of sustainability into account. The scope of the methodology presented in this paper (SBToolPT-H) is to assess the sustainability of existing, new and renovated residential buildings in urban areas, specifically in the Portuguese context. © 2011 Elsevier Ltd.","Building sustainability assessment; Life-cycle; Rating; Sustainability","Portugal; Intelligent buildings; Life cycle; Rating; Building design; Environmental indicators; Innovative approaches; Residential building; Social systems; Sustainability; Sustainability assessment; Sustainability dimensions; Sustainable building; Systematic methodology; Urban areas; architectural design; assessment method; building; holistic approach; life cycle analysis; sustainability; urban area; Sustainable development","R. Mateus; University of Minho, Department of Civil Engineering, 4800-048 Guimarães, Portugal; email: ricardomateus@civil.uminho.pt","","","03601323","","BUEND","","English","Build. Environ.","Article","Final","","Scopus","2-s2.0-79956373561"
"Netto V.","Netto, Vinicius (24166764200)","24166764200","Practice, space, and the duality of meaning","2008","Environment and Planning D: Society and Space","26","2","","359","379","20","17","10.1068/d0406","https://www.scopus.com/inward/record.uri?eid=2-s2.0-42649114126&doi=10.1068%2fd0406&partnerID=40&md5=e7a3304f06d3d1985c199c44ba7e7ae5","University College London, London WC1 6BT, 1-19 Torrington Place, United Kingdom; Universidade do Vale do Rio dos Sinos, São Leopoldo 93022-000, Av. Unisinos 950 (Centro 6), Brazil","Netto V., University College London, London WC1 6BT, 1-19 Torrington Place, United Kingdom, Universidade do Vale do Rio dos Sinos, São Leopoldo 93022-000, Av. Unisinos 950 (Centro 6), Brazil","The paper aims at a rewriting of the concept of meaning as a connection between the social and the material, a multiple connection, perhaps the only possible intrinsic connection between things as different as 'practice' and 'space', and a major condition of what has been recently addressed as 'inherent relatedness'. Drawing mainly on Niklas Luhmann's theory of self-referentiality, I propose a reinterpretation of relatedness as a property of meaning. That property is defined as a duality of meaning - ie meaning as an event in our experience, yet in itself an experience of reference to acts, places, and other meanings. It implies that the very definition of meaning is referential - it is never self-contained or centred; it, rather, alludes always already to other meanings, acts, and spaces, referentially crossing boundaries while reasserting sensual and perceptive qualities. This renewed concept of meaning is proposed as a way to unveil relationality while actively keeping the subject's experience of identities and different materialities at work in the relation between practice and space. The paper places this key ontological problem and the quest for a relation between the social and the material into a particular, overlooked aspect of the society - space relation: the moment of sociation of practice and its informational, linguistic, and material conditions - a turn to communication and a 'referential approach' to the materiality of the social world.","","conceptual framework; public space; theoretical study","V. Netto; Universidade do Vale do Rio dos Sinos, São Leopoldo 93022-000, Av. Unisinos 950 (Centro 6), Brazil; email: vnetto@unisinos.br","","","02637758","","","","English","Environ. Plann. D Soc. Space","Article","Final","","Scopus","2-s2.0-42649114126"
"Schabbach L.M.","Schabbach, Letícia Maria (25960336900)","25960336900","Exclusion, illegality and criminal organizations in Brazil; [Exclusão, ilegalidades e organizações criminosas no Brasil]","2008","Sociologias","","20","","48","71","23","1","10.1590/s1517-45222008000200004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-58349100108&doi=10.1590%2fs1517-45222008000200004&partnerID=40&md5=8175e87ed9248d55ea579eabbe3bc5a6","Universidade de Santa Cruz do Sul, Departamento de Socióloga, Academia de Polícia Civil do Rio Grande do Sul, Rio Grande do Sul, Brazil; Programa de Pós-graduação em Sociologia, Universidade Federal do Rio Grande do Sul, Rio Grande do Sul, Brazil","Schabbach L.M., Universidade de Santa Cruz do Sul, Departamento de Socióloga, Academia de Polícia Civil do Rio Grande do Sul, Rio Grande do Sul, Brazil, Programa de Pós-graduação em Sociologia, Universidade Federal do Rio Grande do Sul, Rio Grande do Sul, Brazil","The article discusses the suitability of Niklas Luhmann's theory for the study of societies of peripheral modernity, among them Brazil. It argues that the author provides relevant notions to the comprehension of phenomenons that occur in these societies, whose social systems perhaps are not totally developed and where the exclusion was differentiated, failing to represent a constitutive element of the systemic balance - as well as the inclusion - and assuming an own dynamic, Furthermore this article analyzes the validity of Luhmannian concepts of social system and social organization to analyse organized crime in Brazil. It concludes that criminal organizations can be characterized as social organizations, covering units of processes of communication that unite decisions among themselves. Acting illegally, these organizations interact with other systems and organizations, creating a net of inter-organizational relations, or even, linkages between the licit and illicit world. Moreover, they are obliged to be always innovating in order to be suitable to the changing context.","Exclusion; Organized crime in Brazil; Social system and social organization in Luhmann","","","","Instituto de Filosofia e Ciencias Humanas-UFRGS","15174522","","","","Portuguese","Sociologias","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-58349100108"
"Espinosa M.","Espinosa, Mario (35109135700)","35109135700","Citizen participation as a society-state relation delimited by the concepts of democracy and citizenship; [La participación ciudadana como una relación socio-estatal acotada por la concepción de democracia y ciudadanía]","2009","Andamios","5","10","","71","109","38","26","10.29092/uacm.v5i10.169","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350536532&doi=10.29092%2fuacm.v5i10.169&partnerID=40&md5=1bc273349f342d405999282d8260de26","Universidad Autónoma de la Ciudad de México, Mexico","Espinosa M., Universidad Autónoma de la Ciudad de México, Mexico","This text states that citizen's participation constitutes a society-state kind of relation which, before making reference to a bunch of institutional structures or to the logics of social organization, can be conceived as an interaction space, as well as for communication and differentiation between the state system and the social system. The text also sets out that the relation between the state and the society is a characteristic relation in contemporary societies; it is delimited (in its senses and orientations) by the regulation notions derived from the meaning of democracy and the concept of citizenship itself. The relation performs the function of regulating permanently the conflict assumed in the definition of public affairs and the political and social agendas.","Citizen's participation; Citizenship; Civil society; Democracy; State","","M. Espinosa; Universidad Autónoma de la Ciudad de México, Mexico; email: learssen@yahoo.com","","Universidad Nacional Autonoma de Mexico","18700063","","","","Spanish","Andamios","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-70350536532"
"van Velthem L.H.","van Velthem, Lucia Hussak (35119684000)","35119684000","Flour, flour mills and familiar objects in Cruzeiro do Sul (Acre); [Farinha, casas de farinha e objetos familiars em Cruzeiro do Sul (Acre)]","2007","Revista de Antropologia","50","2","","605","631","26","9","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953855459&partnerID=40&md5=78b4c5d2bf8d2d786e1a3f79662517d9","Museu Paraense Emílio Goeldi, MCT, Brazil","van Velthem L.H., Museu Paraense Emílio Goeldi, MCT, Brazil","This paper refers to the material culture related with the agricultural systems at Cruzeiro do Sul town. The artifacts are felt as endowed with attributes of agency that go beyond their utilitarian use. They build interactions between them and individuals, and they share the same work organization in the production of manioc flour. They are products of an historical migration from the Brazilian Northeast to Amazonia and are now updated by the social system of exchange and information.","Amazonia; Manioc flour; Material culture; Traditional knowledge","","","","","16789857","","","","English","Rev. Antropol.","Article","Final","","Scopus","2-s2.0-79953855459"
"Ramirez P.B.; Behrmann R.de.B.; Bermejo R.B.","Ramirez, P. Bueno (10641031600); Behrmann, R. de Balbín (56505446400); Bermejo, R. Barroso (22939900500)","10641031600; 56505446400; 22939900500","Application of an analysis method of the landscape from a graphic markers situation in the inland of Iberian Peninsula: The international Tagus; [Application d'une méthode d'analyse du territoire à partir de la situation des marqueurs graphiques à l'intérieur de la Péninsule Ibérique: Le Tage International]","2004","Anthropologie","108","5","","653","710","57","11","10.1016/j.anthro.2004.12.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-14844322874&doi=10.1016%2fj.anthro.2004.12.010&partnerID=40&md5=e9df877d8eed0cc67a406e1c7449e2b8","Área de Prehistoria, Universidad de Alcala de Henares, 28801 Alcalá De Henares, C/Colegios no 2, Spain","Ramirez P.B., Área de Prehistoria, Universidad de Alcala de Henares, 28801 Alcalá De Henares, C/Colegios no 2, Spain; Behrmann R.de.B., Área de Prehistoria, Universidad de Alcala de Henares, 28801 Alcalá De Henares, C/Colegios no 2, Spain; Bermejo R.B., Área de Prehistoria, Universidad de Alcala de Henares, 28801 Alcalá De Henares, C/Colegios no 2, Spain","This paper, analyses the graphic evidences of the boundaries of Tagus between Spain and Portugal from the perspective of the model defended by our team. This model proposes the existence of the relationship between graphic markers: Paintings, engravings in the open air, decorations over dolmens and menhirs, understood as a compact ideological group fixed in the organization social system of European producing people and metallurgical that occupying this landscape. This argument attempt to verify the possibilities of applying a pre-defined model in an area in which have been developed investigation models, focused to study megalithic monuments, menhirs, habitational areas, paints and engravings that shows symbolic expressions of the tradition to justify the property of rich areas in natural resources in what metallurgical have a remarkable importance. © 2005 Elsevier SAS. Tous droits réservés.","Iberian Peninsula; Landscape; Megaliths; Painted and engraved graphies","boundary delimitation","P.B. Ramirez; Área de Prehistoria, Universidad de Alcala de Henares, 28801 Alcalá De Henares, C/Colegios no 2, Spain; email: mimibueno@ya.com","","","00035521","","ATRPA","","French","Anthropologie","Article","Final","","Scopus","2-s2.0-14844322874"
"Silver D.; Clark T.N.; Yanez C.J.N.","Silver, Daniel (36603469800); Clark, Terry Nichols (7403216635); Yanez, Clemente Jesus Navarro (7801367650)","36603469800; 7403216635; 7801367650","Scenes: Social context in an age of contingency","2010","Social Forces","88","5","","2293","2324","31","78","10.1353/sof.2010.0041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049284881&doi=10.1353%2fsof.2010.0041&partnerID=40&md5=63c88d7264539ec6940419a5cc6e61d5","Department of Sociology, University of Toronto, Toronto, ON M5S2J4, 725 Spadina Avenue, Canada; University of Chicago, United States; Universidad Pablo de Olavide, Spain","Silver D., Department of Sociology, University of Toronto, Toronto, ON M5S2J4, 725 Spadina Avenue, Canada; Clark T.N., University of Chicago, United States; Yanez C.J.N., Universidad Pablo de Olavide, Spain","This article builds on an important but underdeveloped social science concept - the ""scene"" as a cluster of urban amenities - to contribute to social science theory and subspecialties such as urban and rural, class, race and gender studies. Scenes grow more important in less industrial, more expressively-oriented and contingent societies where traditional constraints fall and self-motivated action around consumption, leisure and amenities is a more important feature of social cohesiveness and interaction. Scenes contextualize the individual through amenities and consumption-based expressions of shared sensibilities as to what is right, beautiful and genuine. This framework adds to concepts such as neighborhood and workplace by specifying 15 dimensions of the urban scenescape. Like neighborhood and workplace, scenes reduce anomie, but because of their focus on consumption and the use of specific amenities, they are more consistent with today's ethos of contingency, moving beyond traditional ideas of the fundamental power of social, family and occupational background. We introduce a new amenities-focused database to measure and analyze scenes and their dimensions for each of 40,000 U.S. zip codes. We illustrate the framework by applying it to one distinct type of scene, bohemia, and analyze its position in the broader social system. © The University of North Carolina Press.","","","D. Silver; Department of Sociology, University of Toronto, Toronto, ON M5S2J4, 725 Spadina Avenue, Canada; email: dsilver@utsc.utoronto.ca","","","15347605","","","","English","Soc. Forces","Article","Final","","Scopus","2-s2.0-78049284881"
"Lammoglia N.L.; Olaya C.; Villalobos J.; Calderón J.P.; Valdivia J.A.; Zarama R.","Lammoglia, Nelson L. (6504626323); Olaya, Camilo (36611886300); Villalobos, Jorge (56484790300); Calderón, Juan P. (36150517700); Valdivia, Juan A. (35510891600); Zarama, Roberto (14068265500)","6504626323; 36611886300; 56484790300; 36150517700; 35510891600; 14068265500","Heuristic-based management (I): Variation","2010","Kybernetes","39","9","","1513","1528","15","2","10.1108/03684921011081141","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049492966&doi=10.1108%2f03684921011081141&partnerID=40&md5=4c88d56cf250f559feeab35fe2201e3e","CeiBA-Complejidad, Universidad de los Andes, Bogotá, Colombia; Departamento de Física, Universidad de Chile, Santiago, Chile","Lammoglia N.L., CeiBA-Complejidad, Universidad de los Andes, Bogotá, Colombia; Olaya C., CeiBA-Complejidad, Universidad de los Andes, Bogotá, Colombia; Villalobos J., CeiBA-Complejidad, Universidad de los Andes, Bogotá, Colombia; Calderón J.P., CeiBA-Complejidad, Universidad de los Andes, Bogotá, Colombia; Valdivia J.A., Departamento de Física, Universidad de Chile, Santiago, Chile; Zarama R., CeiBA-Complejidad, Universidad de los Andes, Bogotá, Colombia","Purpose: The paper considers model-based management and, based on it, proposes a heuristic-based management. This paper aims to assert that heuristic-based management, for complex systems, a process of free variation, of pairs of models and actions - called organisational strategies, maximizes the chances of improving the system's performance in open environments. Design/methodology/approach: A conception of complex systems are introduced and characterized as open and self-organising systems. Then, the proposal to heuristically use pairs of models and actions, called organisational strategies, to manage social systems based on evolutionary thought is supported. Subsequently, a computational experiment is proposed to show that, even in a simple framework, variation processes are required. Findings: The paper shows that two processes may be required to preserve self-organising systems. This finding indicates that variation and selection processes, related to evolutionary thought, are necessary for managers to deal with complex systems interacting with complex environments. Finally, it is shown that, even in simple computational environments, variation may be required. Research limitations/implications: The paper is the first part of an ongoing research agenda on the subject of heuristic-based management and only refers to variation processes. Originality/value: The paper links complex systems theories to evolutionary thought. It also relates principles of cybernetics to those of game theory. The proposal has been formalized based on these relations, and has been called heuristic-based management. Principles first developed in information theory, organisational cybernetics, and evolutionary thought are used so that a complex system can be effective when interacting with a complex environment. © Emerald Group Publishing Limited.","Corporate strategy; Cybernetics; Modelling; Problem solving","Cybernetics; Game theory; Information theory; Large scale systems; Models; Problem solving; Complex environments; Computational environments; Computational experiment; Corporate strategies; Design/methodology/approach; Model-based management; Open environment; System's performance; Computation theory","","","Emerald Group Publishing Ltd.","0368492X","","","","English","Kybernetes","Article","Final","","Scopus","2-s2.0-78049492966"
