container.title,created,deposited,published.online,doi,indexed,issn,issue,issued,member,page,prefix,publisher,score,source,reference.count,references.count,is.referenced.by.count,subject,title,type,url,abstract,short.container.title,author,link,license,alternative.id,language,reference,volume,published.print,update.policy,assertion,subtitle,funder,archive
American Journal of Physical Anthropology,2013-01-29,2022-02-06,2013-01-28,10.1002/ajpa.22223,2023-01-02,0002-9483,3,2013-01-28,311,464-474,10.1002,Wiley,1,Crossref,80,80,12,"Anthropology,Anatomy",Genetic evidence for spatio-temporal changes in the dispersal patterns of two sympatric African colobine monkeys,journal-article,http://dx.doi.org/10.1002/ajpa.22223,NA,Am. J. Phys. Anthropol.,,,,NA,en,,150,2013-03,NA,,NA,,NA
Journal for the Theory of Social Behaviour,2012-10-23,2022-01-30,2012-10-22,10.1111/jtsb.12004,2022-04-06,0021-8308,1,2012-10-22,311,87-110,10.1111,Wiley,1,Crossref,62,62,8,"General Psychology,Philosophy,Social Psychology",Emergence and Communication in Computational Sociology,journal-article,http://dx.doi.org/10.1111/jtsb.12004,NA,J Theory Soc Behav,,,,NA,en,,43,2013-03,NA,,Emergence and Communication in Computational Sociology,,Portico
Revista Mad,2016-12-21,2016-12-21,2016-05-02,10.5354/0718-0527.2016.40617,2022-04-04,0718-0527,34,2016-05-02,3330,NA,10.5354,Universidad de Chile,1,Crossref,0,0,0,General Social Sciences,Variaciones religiosas en el cristianismo occidental y latinoamericano: Una observación desde la teoría de sistemas sociales,journal-article,http://dx.doi.org/10.5354/0718-0527.2016.40617,NA,NA,,,,106-132,NA,,0,NA,NA,,NA,,NA
Chungará (Arica),2013-05-16,2013-05-16,2012,10.4067/s0717-73562012000400007,2022-03-31,0717-7356,4,2012,2516,637-653,10.4067,SciELO Agencia Nacional de Investigacion y Desarrollo (ANID),1,Crossref,0,0,7,"Archeology,Anthropology",RISE AND DECLINE OF CHINCHORRO SACRED LANDSCAPES ALONG THE HYPERARID COAST OF THE ATACAMA DESERT,journal-article,http://dx.doi.org/10.4067/s0717-73562012000400007,NA,Chungará (Arica),,,,S0717-73562012000400007,en,,44,NA,NA,,NA,,NA
Revista de Economia e Sociologia Rural,2016-04-20,2022-06-18,NA,10.1590/1234-56781806-9479005401006,2022-06-18,0103-2003,1,2016-03,530,109-130,10.1590,FapUNIFESP (SciELO),1,Crossref,28,28,0,"Economics and Econometrics,General Social Sciences,Agronomy and Crop Science,Forestry",Avaliação de Características Habitacionais de Domicílios Rurais em Recortes Territoriais Sergipanos,journal-article,http://dx.doi.org/10.1590/1234-56781806-9479005401006,"<jats:p>Resumo: A adoção crescente de abordagens territoriais no processo de elaboração de políticas públicas no Brasil tem estimulado uma série de estudos sobre o tema. A heterogeneidade espacial local e a complexidade inerente dos sistemas sociais vinculados ao território sugerem o uso de métodos quantitativos multivariados como ferramentas de auxílio ao planejamento dessas políticas públicas. Este trabalho avaliou características habitacionais de domicílios rurais sergipanos a partir de dados agregados por setor censitário rural de forma a subsidiar os formuladores de políticas públicas em suas decisões sobre a distribuição espacial de recursos direcionados à habitação. Foram analisados diferentes recortes territoriais: municípios, Territórios de Planejamento do Estado e Territórios da Cidadania, utilizando dados do Censo Demográfico 2010. O estudo foi conduzido através da análise fatorial e análise de agrupamentos. Foram identificados três agrupamentos de setores rurais representativos do conjunto de dados estudados. Esses grupos estão presentes nos três recortes territoriais e diferenciaram-se, principalmente, com relação às características de domicílios associadas ao cômodo banheiro e ao destino do lixo.</jats:p>",Rev. Econ. Sociol. Rural,,,,S0103-20032016000100109,NA,,54,2016-03,NA,,NA,,NA
Politics &amp; Policy,2015-10-13,2021-07-07,2012-10-16,10.1111/j.1747-1346.2012.00380.x,2022-03-28,1555-5623,5,2012-10,311,904-929,10.1111,Wiley,1,Crossref,36,36,2,"Political Science and International Relations,Sociology and Political Science",Can Social Dialogue Be a Social Coordination Mechanism? Social Dialogue Policies in Chile between 1990 and 2010,journal-article,http://dx.doi.org/10.1111/j.1747-1346.2012.00380.x,NA,Politics &amp; Policy,,,,NA,en,,40,2012-10,NA,,Social Dialogue in Chile 1990-2010,,Portico
Boletim do Museu Paraense Emílio Goeldi. Ciências Humanas,2016-03-02,2022-06-06,NA,10.1590/1981-81222015000300013,2022-06-06,1981-8122,3,2015-12,530,723-737,10.1590,FapUNIFESP (SciELO),1,Crossref,48,48,0,"Linguistics and Language,Archeology,Anthropology,Language and Linguistics,Archeology",Los museos de arte como mecanismos de inclusión y exclusión social en el arte y en la sociedad: un estudio de caso en Chile,journal-article,http://dx.doi.org/10.1590/1981-81222015000300013,"<jats:p>Resumen Este artículo busca delinear un marco teórico sociológico que otorgue sentido al modo en que los museos de arte responden a problemas de acceso y de inclusión social. Para ello asume la teoría de la diferenciación y la exclusión social desarrollada por Niklas Luhmann en el marco más general de su teoría de sistemas sociales. Se analizó el caso de un museo artístico ubicado en Chile, basándose en la realización de entrevistas en profundidad a personas ubicadas en las distintas posiciones de la organización. Confirmando estudios previos realizados por Paul J. DiMaggio, se observa que un museo de artes en Chile, ha generado coaliciones organizacionales internas, cada una de las cuales da sentido a los públicos del museo de un modo distinto. Usando la teoría de sistemas sociales, estas coaliciones son explicadas por alusión a tres aspectos de un sistema social del arte: a) cómo genera una memoria propia, b) cómo define condiciones de participación, y c) cómo se ve afectado por problemas de exclusión social característicos de una sociedad funcionalmente diferenciada. Tales coaliciones difieren entre sí respecto a los “esquemas de atribución causal” que adoptan para explicar la cantidad de público que el museo recibe.</jats:p>",Bol. Mus. Para. Emílio Goeldi. Ciênc. hum.,,,,S1981-81222015000300723,NA,,10,2015-12,NA,,NA,,NA
Athenea Digital. Revista de pensamiento e investigación social,2016-11-09,2016-12-13,2016-11-08,10.5565/rev/athenea.1636,2022-04-02,1578-8946,3,2016-11-08,3612,81,10.5565,Universitat Autonoma de Barcelona,1,Crossref,0,0,0,General Social Sciences,"Sociocybernetics: tensions between complex systems, social systems and complexity sciences",journal-article,http://dx.doi.org/10.5565/rev/athenea.1636,NA,ATHENEAD,,,,NA,NA,,16,NA,NA,,NA,,NA
Revista de Filosofia Aurora,2015-04-30,2019-08-23,2015-04-28,10.7213/aurora.27.040.ds07,2022-04-02,"1980-5934,0104-4443",40,2015-04-28,4277,167,10.7213,Pontificia Universidade Catolica do Parana - PUCPR,1,Crossref,0,0,3,Philosophy,"Teoria crítica da tecnologia e cidadania tecnocientífica: resistência, “insistência” e hacking",journal-article,http://dx.doi.org/10.7213/aurora.27.040.ds07,"<jats:p>Nos últimos anos, a noção de cidadania e suas novas formas e práticas foram criticadas, discutidas e reconceitualizadas por diversos autores. O trabalho de Andrew Feenberg é de grande valor no sentido de aplicar e fomentar tais discussões no campo dos Estudos Sociais da Ciência e da Tecnologia, bem como no da investigação de potencialidades e práticas da cidadania tecnocientífica. Neste trabalho, a partir de estudos de caso e conceitos advindos da área interdisciplinar das Science and Technology Studies e da Teoria Crítica da Tecnologia, investigaremos a possibilidade de uma “Prática Crítica da Tecnologia”, examinando as mudanças de sistemas sociais e de códigos técnicos em uma perspectiva fundamentada não numa visão essencialista da técnica, nem mesmo numa noção normativa de natureza humana, mas numa abordagem dinâmica, dialética, da condição humana e de seu devir no meio técnico. Mostraremos como o que chamamos de hacking político e epistemológico podem contribuir tanto para redefinir a noção de cidadania quanto para apontar possíveis caminhos para uma ética experimental e uma política “de baixo para cima”.</jats:p>",Rev. Filos. Aurora,,,,NA,NA,,27,NA,NA,,NA,,NA
Alpha (Osorno),2015-01-09,2018-11-12,2014-12,10.4067/s0718-22012014000200007,2022-04-04,0718-2201,39,2014-12,17718,79-92,10.32735,"Universidad de Los Lagos, Chile",1,Crossref,0,0,0,General Arts and Humanities,LOS JARDINES IMAGINARIOS DEL SUJETO CONTEMPORÁNEO: LA LOCURA EN LOS TIEMPOS DEL PASTICHE,journal-article,http://dx.doi.org/10.4067/s0718-22012014000200007,NA,Alpha,,,,S0718-22012014000200007,en,,NA,NA,NA,,NA,,NA
European Journal of Engineering Education,2012-07-24,2020-07-11,NA,10.1080/03043797.2012.708719,2022-04-03,"0304-3797,1469-5898",4,2012-08,301,416-425,10.1080,Informa UK Limited,1,Crossref,30,30,2,"General Engineering,Education",Use of education as social indicator in the assessment of sustainability throughout the life cycle of a building,journal-article,http://dx.doi.org/10.1080/03043797.2012.708719,NA,European Journal of Engineering Education,,,,10.1080/03043797.2012.708719,en,,37,2012-08,NA,,NA,,NA
Kybernetes,2015-09-25,2020-12-23,NA,10.1108/k-01-2015-0015,2023-02-01,0368-492X,6/7,2015-06-01,140,1067-1081,10.1108,Emerald,1,Crossref,20,20,6,"Computer Science (miscellaneous),Social Sciences (miscellaneous),Theoretical Computer Science,Control and Systems Engineering,Engineering (miscellaneous)",The influence of moral sensitivity on organizational cooperation,journal-article,http://dx.doi.org/10.1108/k-01-2015-0015,"<jats:sec>
               <jats:title content-type=""abstract-heading"">Purpose</jats:title>
               <jats:p> – The purpose of this paper is to present how to model moral sensitivity and emotions in organizational setting by using the SocLab formal framework. SocLab is a platform for the modelling, simulation and analysis of cooperation relationships within social organizations – and more generally Systems of Organized Action. </jats:p>
            </jats:sec>
            <jats:sec>
               <jats:title content-type=""abstract-heading"">Design/methodology/approach</jats:title>
               <jats:p> – Simulation results, including an interesting tendency for a Free Rider model, will be given. Considering that actors’ decision-making processes are not just driven by instrumental interest, the SocLab learning simulation algorithm has been extended to represent moral sensitivity, making actors trying to prevent bad emotions and feel good ones. </jats:p>
            </jats:sec>
            <jats:sec>
               <jats:title content-type=""abstract-heading"">Findings</jats:title>
               <jats:p> – Some simulation results about actors’ collaboration and emotions in a Free Rider model were presented. A noteworthy tendency is that actors’ unconditional collaboration, which occurs when their moral sensitivity reaches its highest value, is not so good since it exempts other actors from collaboration (they take advantage from the unconditional collaboration), while values of moral sensitivity somewhat below the highest value (between 0.7 and 0.9) still induces collaboration from others. </jats:p>
            </jats:sec>
            <jats:sec>
               <jats:title content-type=""abstract-heading"">Originality/value</jats:title>
               <jats:p> – The research and results presented in this paper have not been presented in other papers or workshops. The presented quantitative definition of emotions (determining indexes of emotions) is different to previous approaches – for instance, to Ortony, Clore and Collins (OCC) qualitative descriptions and to logical descriptions. Similarly, simulation of morality in organizations is a new research field, which has received scarce attention up to now.</jats:p>
            </jats:sec>",NA,,,,10.1108/K-01-2015-0015,en,,44,2015-06-01,NA,,NA,,NA
Revista INVI,2014-05-19,2022-02-07,2014-05-01,10.4067/s0718-83582014000100006,2022-07-19,0718-8358,80,2014-05-01,3330,143-168,10.5354,Universidad de Chile,1,Crossref,0,0,7,"General Earth and Planetary Sciences,General Environmental Science","Sujetos en emergencia: acciones colectivas de resistencia y enfrentamiento del riesgo ante desastres; el caso de Chaitén, Chile",journal-article,http://dx.doi.org/10.4067/s0718-83582014000100006,NA,Revista INVI,,,,S0718-83582014000100006,en,,29,NA,NA,,NA,,NA
RAM. Revista de Administração Mackenzie,2014-02-05,2017-05-23,NA,10.1590/s1678-69712013000600003,2022-10-25,1678-6971,6,2013-12,530,18-49,10.1590,FapUNIFESP (SciELO),1,Crossref,40,40,6,"Sociology and Political Science,General Business, Management and Accounting",Gestão Social sob a lente estruturacionista,journal-article,http://dx.doi.org/10.1590/s1678-69712013000600003,"<jats:p>A Gestão Social - como campo de estudo e como prática social - tem buscado se consolidar como um tipo de gestão pública não estatal, em que a sociedade é a protagonista da ação. Grande parte dos estudos da área fundamenta-se na perspectiva crítica, em especial na teoria da ação comunicativa de Habermas. Pretende-se, aqui, indicar um novo caminho teórico para a análise da Gestão Social, fundamentado na Teoria da Estruturação, proposta pelo sociólogo inglês Anthony Giddens. Tendo entre seus principais pressupostos a dualidade da estrutura (a estrutura é, ao mesmo tempo, meio e resultado da ação) e o reconhecimento da ação humana como intencional, reflexiva e cognoscitiva, entende-se que a perspectiva estruturacionista fornece subsídios consistentes para a compreensão das práticas de Gestão Social, especialmente no que diz respeito ao processo de estruturação do sistema deliberativo e da formação da esfera pública, bases de sustentação teórica da Gestão Social. Para viabilizar essa nova abordagem, este artigo propõe um arcabouço teórico que incorpora o sistema deliberativo de Mansbridge (1999) ao modelo estruturacionista multidimensional de sistemas sociais de Whittington (1992). Neste arcabouço, à semelhança do que foi estabelecido por Whittington (1992) para os demais sistemas sociais, são definidos as regras e os recursos básicos (as propriedades estruturadas na perspectiva giddensiana) do sistema deliberativo, respectivamente, argumentação deliberativa e participação dialógica. O arcabouço sugere, ainda, que essas propriedades são, simultaneamente, meio e resultado das práticas de gestão social (entendida como ação gerencial dialógica) configurando aquela que é a concepção central da Teoria da Estruturação: a noção de dualidade da estrutura. Com seu framework, Whittington (1992) entende que está ""colocando Giddens em ação"", contribuindo para que a Teoria da Estruturação seja utilizada em pesquisas empíricas, não se restringindo às discussões ontológicas. Com a agregação de um sistema deliberativo a esse modelo, acredita-se que se possa contribuir para a consolidação da Gestão Social, estabelecendo uma interface teórica profícua com a Teoria da Estruturação.</jats:p>","RAM, Rev. Adm. Mackenzie",,,,S1678-69712013000600003,NA,,14,2013-12,NA,,NA,,NA
Sociedade e Estado,2015-05-25,2018-03-06,2015-04,10.1590/s0102-69922015000100013,2022-04-05,"1980-5462,0102-6992",1,2015-04,530,225-241,10.1590,FapUNIFESP (SciELO),1,Crossref,14,14,0,"Sociology and Political Science,Geography, Planning and Development",Da obediência ao consentimento: reflexões sobre o experimento de Milgram à luz das instituições modernas,journal-article,http://dx.doi.org/10.1590/s0102-69922015000100013,"<jats:p>O objetivo do presente ensaio é fornecer uma leitura sobre os resultados do clássico experimento de Stanley Milgram em torno da obediência à autoridade a partir de algumas categorias extraídas dos estudos teóricos do sociólogo Anthony Giddens e da filósofa Hannah Arendt. O texto está estruturado em torno de dois aspectos centrais. O primeiro afirma o contexto das tendências culturais e as características das instituições modernas como fatores decisivos para a compreensão dos resultados experimentais. Enfatiza, para tanto, a modalidade de confiança que os sistemas sociais, como os sistemas peritos, instauram na vida hodierna, capaz de produzir uma peculiar subordinação ao conhecimento científico e técnico, concomitante a uma plena desinformação sobre seus princípios de funcionamento. O segundo aspecto do artigo visa realçar a importância da responsabilidade moral dos sujeitos experimentais, propondo, com base nas reflexões de Hannah Arendt, o deslocamento do eixo central da análise do experimento da categoria obediência para a categoria consentimento.</jats:p>",Soc. estado.,,,,S0102-69922015000100225,NA,,30,NA,NA,,NA,,NA
"Cybercartography - Theory and Practice,Modern Cartography Series",2007-09-07,2019-01-04,NA,10.1016/s1363-0814(05)80008-5,2023-02-18,1363-0814,NA,2005,78,99-121,10.1016,Elsevier,1,Crossref,29,29,2,NA,Chapter 5 Cybercartography and society,book-chapter,http://dx.doi.org/10.1016/s1363-0814(05)80008-5,NA,NA,,,,NA,NA,,NA,2005,NA,,NA,,NA
Leonardo,2008-05-21,2021-03-12,NA,10.1162/leon.2008.41.3.253,2022-03-29,"0024-094X,1530-9282",3,2008-06,281,253-258,10.1162,MIT Press - Journals,1,Crossref,0,0,1,"Computer Science Applications,Music,Engineering (miscellaneous),Visual Arts and Performing Arts",On Networks and Monsters: The Possible and the Actual in Complex Systems,journal-article,http://dx.doi.org/10.1162/leon.2008.41.3.253,"<jats:p> Complex systems pervade our real world, from social systems to genome dynamics. All these systems are characterized by the presence of emergent phenomena: New properties emerge from the interactions of simpler units and are not reducible to the properties of the latter. The natural description of complex systems involves a network view, where each system is represented by means of a web. Such graphs have been shown to share surprisingly universal patterns of organization, indicating that fundamental laws of organization also pervade complexity at multiple scales. </jats:p>",Leonardo,,,,10.1162/leon.2008.41.3.253,en,,41,2008-06,NA,,NA,,NA
Systems Research and Behavioral Science,2002-08-25,2021-07-04,2001-11-06,10.1002/sres.414,2022-04-01,1092-7026,6,2001-11-06,311,479-503,10.1002,Wiley,1,Crossref,67,67,2,"Information Systems and Management,Strategy and Management,General Social Sciences",An axiological systems theory: some basic hypotheses,journal-article,http://dx.doi.org/10.1002/sres.414,NA,Syst. Res.,,,,NA,en,,18,NA,NA,,NA,,NA
Latin American Antiquity,2017-02-07,2019-05-01,2017-01-20,10.1017/s1045663500007641,2023-04-22,"1045-6635,2325-5080",1,2008-03,56,25-46,10.1017,Cambridge University Press (CUP),1,Crossref,84,84,30,"Archeology,History,Archeology",El Maíz (<i>Zea Mays</i>) en el Mundo Prehispánico de Chile Central,journal-article,http://dx.doi.org/10.1017/s1045663500007641,"<jats:title>Resumen</jats:title><jats:p>Los restos de maíz en sitios arqueológicos de la región central de Chile son notablemente escasos. Para estudiar la introducción y adopción de este cultivo en las poblaciones prehispánicas se discutirán los resultados de análisis de isótopos estables de un conjunto de muestras humanas que abarcan desde las comunidades alfareras iniciales (300 a.C.–200 d.C.) hasta el contacto incaico (1450–1550 d.C.). Los isótopos estables de Carbono son sensibles para determinar la presencia y estimar abundancia de plantas C4, como el Zea mays, en dietas del pasado. Nuestros resultados permiten concluir que i) la adopción del maíz es posterior al 200 d.C., ii) su consumo se hace regular entre los grupos Llolleo, iii) su uso aumenta significativamente en los grupos Aconcagua con un consumo diferencial por género, y finalmente iv) la importancia del <jats:italic>Zea mays</jats:italic> decae inesperadamente durante el período de contacto incaico. En el Período Cerámico Temprano, los horticultores de maíz eran contemporáneos de y compartían el paisaje con cazadores recolectores y horticultores de quinoa, aún cuando cada grupo tenía sus propios hábitos dietarios. Esta evidencia muestra un nuevo acercamiento a los sistemas sociales pero también dejan abiertas algunas preguntas, especialmente en lo que se refiere a la presencia inicial del maíz en la región.</jats:p>",Latin Am. antiq.,,,,S1045663500007641,en,,19,2008-03,NA,,NA,,NA
Education Policy Analysis Archives,2016-01-28,2022-04-29,2010-02-20,10.14507/epaa.v18n4.2010,2022-04-29,1068-2341,NA,2010-02-20,5632,4,10.14507,Mary Lou Fulton Teacher College,1,Crossref,0,0,1,Education,Reflections about school dropout in Finland and Puerto Rico,journal-article,http://dx.doi.org/10.14507/epaa.v18n4.2010,"<jats:p>This work presents reflections about some key factors that help to understand the reasons why in Finland school dropouts are practically nonexistent, while in Puerto Rico they are a significant problem. Several reasons that explain this situation were found. Finland has good student support services, teachers have more academic freedom, social inequalities exist in a smaller scale, schooling including university, and health services are free, and teacher training is more rigorous. Based on the findings of this study, we developed a model to understand school dropout as a complex social system. To develop this model we used a causal diagram, a tool from the theory of dynamic systems.</jats:p>",EPAA,,,,NA,NA,,18,NA,NA,,NA,,NA
Educação e Pesquisa,2005-04-20,2017-05-24,NA,10.1590/s1517-97022001000200011,2023-03-25,1517-9702,2,2001-07,530,355-374,10.1590,FapUNIFESP (SciELO),1,Crossref,43,43,2,Education,Educação de adultos presos,journal-article,http://dx.doi.org/10.1590/s1517-97022001000200011,"<jats:p>Este artigo apresenta uma reflexão acerca das possibilidades e contradições da inserção da educação escolar nos programas de reabilitação do sistema penal do estado de São Paulo. As prisões, suas normas, procedimentos e valores observam a absoluta primazia na dominação e no controle da massa encarcerada. Decorre que a manutenção da ordem e disciplina internas são transfiguradas pelo fim precípuo da organização penal. Os programas e atividades considerados ""reeducativos"" inserem-se nesta lógica de funcionamento, pautando suas ações e finalidades pela necessidade de subjugar os sujeitos punidos, adaptando-os ao sistema social da prisão. Contudo, a resistência prisioneira ao controle é patente. A educação, de forma alguma, permanece neutra nesse processo de subjugação e resistência. Seus pressupostos metodológicos e suas práticas cotidianas podem contribuir para a sedimentação da escola enquanto recurso ulterior de preservação e formação dos sujeitos, nos interstícios dos processos de dominação. O artigo procura delinear as possibilidades para que as prerrogativas da gestão penitenciária não intervenham nas práticas educativas, prescrevendo suas ações, de forma a constituir uma alternativa para que os sujeitos encarcerados, mesmo nas condições hostis em que se encontram, disponham de oportunidade ulterior para produzir cultura e conhecimento, indicando caminhos rumo ao seu desenvolvimento humano; que lhes proporcione designar o mundo presente e futuro, num ato contínuo de criação e recriação, significação e ressignificação.</jats:p>",Educ. Pesqui.,,,,S1517-97022001000200011,NA,,27,2001-07,NA,,NA,,NA
Droit et société,2019-11-20,2019-11-20,NA,10.3917/drs.047.0123,2022-03-31,"0769-3362,1969-6973",1,2001,2273,123,10.3917,CAIRN,1,Crossref,0,0,1,"Law,Sociology and Political Science",Le chameau dans le laboratoire. La théorie des systèmes et l'étude de la communication juridique quotidienne,journal-article,http://dx.doi.org/10.3917/drs.047.0123,NA,NA,,,,DRS_047_0123,fr,,n°47,2001,NA,,NA,,NA
Revista Brasileira de Educação,2008-10-01,2017-05-25,NA,10.1590/s1413-24782008000200008,2022-08-16,1413-2478,38,2008-08,530,293-305,10.1590,FapUNIFESP (SciELO),1,Crossref,17,17,1,Education,As aparências não enganam: as representações sociais de qualidade suscitadas pelos prédios escolares,journal-article,http://dx.doi.org/10.1590/s1413-24782008000200008,"<jats:p>Neste trabalho são investigadas as representações sociais presentes nas apreciações de escolas feitas por pais entrevistados por Sales (2000) em pesquisa sobre ""o valor simbólico do prédio escolar"". Objetiva-se identificar elementos para um conceito de ensino de qualidade, buscando o que está subjacente a essas apreciações. O material explorado consiste num corpus formado por depoimentos de pais de estudantes do ensino fundamental e médio de Teresina (PI) e Natal (RN), destacando os critérios de julgamento envolvidos na classificação das escolas, ou seja, os princípios norteadores da ação. Os depoimentos mostraram que ensino de qualidade envolve instalações físicas, disciplina rigorosa, ensino exigente e avançado; seletividade e professores qualificados e bem remunerados, sendo parte do sistema simbólico que tem por função transfigurar e dissimular relações reais que estão em estreita ligação com o sistema social de que fazem parte.</jats:p>",Rev. Bras. Educ.,,,,S1413-24782008000200008,NA,,13,2008-08,NA,,NA,,NA
Physis: Revista de Saúde Coletiva,2011-02-24,2017-05-26,NA,10.1590/s0103-73312010000100014,2022-04-04,0103-7331,1,2010,530,261-281,10.1590,FapUNIFESP (SciELO),1,Crossref,28,28,7,"Public Health, Environmental and Occupational Health,Health Policy,Health (social science)",Rede social: desvendando a teia de relações interpessoais da nutriz,journal-article,http://dx.doi.org/10.1590/s0103-73312010000100014,"<jats:p>Este é um estudo qualitativo que se refere à relação da rede social e a amamentação. Como fundamentação teórica, utilizou-se a Teoria da Rede Social de Sanicola, bem como a Teoria das Representações Sociais descrita por Moscovici e Minayo. Participaram do estudo mães, pais e avós, de crianças até dois anos, residentes no município de Coimbra-MG. A análise compreensiva da rede social da nutriz revelou que esta pode oferecer apoio/suporte ou não para o sucesso da lactação. Assim sendo, o apoio recebido foi expresso de várias formas: (1) Auxílio nas atividades domésticas; (2) Ajuda nos cuidados com o bebê; (3) Estímulo ao aleitamento; e (4) Orientações e conselhos. Nessa perspectiva, pensar em rede social implica conhecer o contexto sociocultural no qual a mulher-mãe está inserida, ampliando o olhar sobre a lactação, além de fornecer subsídios para a formulação de políticas públicas mais eficazes em prol do aleitamento.</jats:p>",Physis,,,,S0103-73312010000100014,NA,,20,2010,NA,,NA,,NA
Online Information Review,2009-04-27,2022-03-14,NA,10.1108/14684520910951212,2022-03-30,1468-4527,2,2009-04-17,140,276-297,10.1108,Emerald,1,Crossref,63,63,3,"Library and Information Sciences,Computer Science Applications,Information Systems",Developing Connectivity: a PKM path for higher education workplace learners,journal-article,http://dx.doi.org/10.1108/14684520910951212,"<jats:sec><jats:title content-type=""abstract-heading"">Purpose</jats:title><jats:p>Adopting a personal knowledge management (PKM) scope, this paper aims to report the resulting experience of a four‐year qualitative research project on the dynamics of social skills development strategies in knowledge‐intensive, e‐learning workplace environments.</jats:p></jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Design/methodology/approach</jats:title><jats:p>By adopting a grounded encased study approach, the research explored how practitioners develop strategies for adapting to emerging e‐learning spaces while developing networking skills. The encased study stemmed from research completed at the University of Manchester. The study aimed to gain perspectives and make sense of social skills development (communication, networking and collaboration skills) in the particular setting of knowledge facilitation within virtual environments in three universities of the Manchester city region.</jats:p></jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Findings</jats:title><jats:p>The personal lifelong learning journey that educational and academic staff undertake in order to become skilled knowledge facilitators online is perceived and represented as a full learning cycle of multiple dimensions. Also, by identifying specific roles of knowledge facilitators according to context, the existing institutional social systems and city networks of learning were made evident in the practitioners' learning scope within their own institutions and beyond.</jats:p></jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Originality/value</jats:title><jats:p>The paper uses a multiple‐layer, third‐generation knowledge management framework to explore the different emerging roles of knowledge workers in knowledge‐intensive communities online, and how they facilitate multiple tacit knowledge conversion into explicit scholarly knowledge.</jats:p></jats:sec>",NA,,,,10.1108/14684520910951212,en,,33,2009-04-17,NA,,NA,,NA
Futures,2002-12-30,2023-04-25,NA,10.1016/s0016-3287(02)00047-2,2023-04-25,0016-3287,1,2003-02,78,7-24,10.1016,Elsevier BV,1,Crossref,46,46,7,"Sociology and Political Science,Development,Business and International Management,General Social Sciences,General Decision Sciences","Shaping the Societal Bill: past and future trends in education, pensions and healthcare expenditure",journal-article,http://dx.doi.org/10.1016/s0016-3287(02)00047-2,NA,Futures,,,,S0016328702000472,en,,35,2003-02,NA,,NA,,NA
Ensayos sobre Política Económica,2018-11-14,2020-07-08,2009-12,10.32468/espe.6003,2022-08-26,0120-4483,60,2009-12,16125,80-109,10.32468,Banco de la Republica Colombia,1,Crossref,0,0,4,"Political Science and International Relations,Economics and Econometrics",Evaluación de políticas públicas para la reducción de la criminalidad en Medellín : una aproximación con dinámica de sistemas,journal-article,http://dx.doi.org/10.32468/espe.6003,NA,ESPE,,,,NA,es,,NA,2009-12,NA,,NA,,NA
Ius et Praxis,2011-09-06,2011-09-06,2011,10.4067/s0718-00122011000100006,2022-04-06,0718-0012,1,2011,2516,119-138,10.4067,SciELO Agencia Nacional de Investigacion y Desarrollo (ANID),1,Crossref,0,0,0,Law,DERECHO CONSTITUCIONAL: MOMENTOS PARA UNA PERIODIZACIÓN. ALGUNOS RETOS Y DEBATES ACTUALES,journal-article,http://dx.doi.org/10.4067/s0718-00122011000100006,NA,Ius et Praxis,,,,S0718-00122011000100006,en,,17,NA,NA,,NA,,NA
Sociologias,2006-09-21,2017-05-25,NA,10.1590/s1517-45222006000100007,2022-04-05,1517-4522,15,2006-06,530,182-207,10.1590,FapUNIFESP (SciELO),1,Crossref,38,38,7,General Social Sciences,O que há de complexo no mundo complexo? Niklas Luhmann e a Teoria dos Sistemas Sociais,journal-article,http://dx.doi.org/10.1590/s1517-45222006000100007,"<jats:p>Este artigo discute a compreensão que Niklas Luhmann tem de complexidade, sua função na teoria e os diferentes modos de sua utilização. Parte-se da mudança paradigmática que ocorreu no campo da Ciência em geral, com a ruptura do modelo newtoniano. No século XX, o paradigma da ordem, da simetria, da regularidade, da regulação do intelecto às coisas, entra em crise. A partir de novas formulações da Física, da Química, etc. ergue-se um novo universo sobre bases radicalmente opostas às da Ciência moderna. Há a reabilitação do caos, da irreversibilidade processual, do indeterminismo, do observador e da complexidade. Este novo ambiente conceitual serviu de substrato para a reflexão teórica de Niklas Luhmann. Através da Teoria dos Sistemas Sociais, ele propõe a redução da complexidade do mundo. Sistemas sociais têm como função a redução da complexidade pela sua diferença com relação ao entorno. Ao reduzir complexidade, por outro lado, ele também constrói sua própria complexidade. Luhmann define complexidade quando já não é possível que cada elemento se relacione em qualquer momento com todos os demais. Complexidade obriga a seleção, que significa contingência e risco. Luhmann aprofunda o conceito de complexidade ao introduzir a figura do observador e da distinção complexidade como unidade de uma multiplicidade. Luhmann trata ainda do limite de conexões de relações, do fator tempo, da auto-referência das operações e da representação da complexidade na forma de sentido. Por fim, o artigo trata da complexidade no sistema da ciência, o modo como este reduz complexidade interna e externa, segundo uma base operativa própria.</jats:p>",Sociologias,,,,S1517-45222006000100007,NA,,NA,2006-06,NA,,NA,,NA
